publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	vendor_name	vendor_id	resource_type	package_content_type
Data stewardship for open science : implementing FAIR principles	978-1-4987-5317-3|1-4987-5317-5|0-8153-4818-5|978-0-8153-4818-4	978-1-4987-5318-0							https://www.taylorfrancis.com/books/9781498753180		1657333183		fulltext		CRC Press	monograph		2018			"Mons, Barend"			P					Book	EBook
"Ageing, physical activity and health : international perspectives"	978-1-138-05213-0	978-1-351-68465-1|978-1-315-16799-2							https://www.taylorfrancis.com/books/9781351684651		1657356841		fulltext		"Routledge,"	monograph		2018			"McConatha, Jasmin Tahmaseb"			P					Book	EBook
Routledge International Handbook of Migration Studies	978-1-138-20882-7	978-1-315-45829-8							http://doi.org/10.4324/9781315458298		1668957841		fulltext		Routledge	monograph		2019		Second edition	"Gold, Steven J."			P					Book	EBook
"Family Life in Transition : Borders, Transnational Mobility, and Welfare Society in Nordic Countries"	978-0-367-11101-4	978-0-429-02483-2|0-429-02483-5|978-0-429-65367-4|0-429-65367-0|978-0-429-65855-6|0-429-65855-9							https://www.taylorfrancis.com/books/9780429024832		1697886167		fulltext		"Routledge,"	monograph		2020			"Hiitola, Johanna"			P					Book	EBook
Generations Through Prison : Experiences of Intergenerational Incarceration	978-0-8153-7516-6	978-1-351-24057-4							https://doi.org/10.4324/9781351240574		1697890318		fulltext		Routledge	monograph		2020			"Halsey, Mark"			P					Book	EBook
Digital media usage across the life course	978-1-4724-5580-2|978-1-138-49437-4	978-1-315-57719-7|978-1-317-15074-9|978-1-317-15075-6							https://www.taylorfrancis.com/books/9781315577197		169800379X		fulltext		"Routledge,"	monograph		2016			"Funk, Andreas"			P					Book	EBook
"Time, Leisure and Well-being"	978-1-138-66690-0	978-1-315-61917-0							https://doi.org/10.4324/9781315619170		1736069217		fulltext		Routledge	monograph		2021			"Zuzanek, Jiri"			P					Book	EBook
Everyday Technologies in Healthcare	1-138-49170-5|978-1-138-49170-0	978-1-351-03217-9|1-351-03217-8|978-1-351-03218-6|1-351-03218-6|978-1-351-03216-2|1-351-03216-X|978-1-351-03215-5|1-351-03215-1							https://www.taylorfrancis.com/books/9781351032186		1737742977		fulltext		CRC PRESS	monograph		2019			"Hayre, Christopher M."			P					Book	EBook
Interviewer effects from a total survey error perspective	978-0-367-89631-7	978-1-00-302021-9|978-1-00-006446-9|978-1-00-006447-6|978-1-00-006445-2							https://doi.org/10.1201/9781003020219		1742866042		fulltext		"CRC Press, Taylor & Francis Group"	monograph		2020			"Olson, Kristen"			P					Book	EBook
Critical Discourses of Old Age and Telecare Technologies	978-0-367-46512-4|0-367-46512-4|978-0-367-50472-4	978-1-00-302921-2|1-00-302921-3|978-1-00-007541-0|978-1-00-007543-4|1-00-007543-5|978-1-00-007545-8|1-00-007545-1|1-00-007541-9							https://www.taylorfrancis.com/books/9781003029212		174868857X		fulltext		"Routledge,"	monograph		2020			"Akdur, Gizdem"			P					Book	EBook
Socio-gerontechnology : interdisciplinary critical studies of ageing and technology	978-0-367-23082-1	978-0-429-27826-6							https://www.taylorfrancis.com/books/9780429278266		1755907192		fulltext		Routledge	monograph		2021			"Peine, Alexander"			P					Book	EBook
"Cultural Histories of Ageing : Myths, Plots and Metaphors of the Senescent Self"	978-0-367-76974-1	978-1-00-038310-2|1-00-038310-5|978-1-00-316920-8|1-00-316920-1|978-1-00-038307-2|1-00-038307-5							https://www.taylorfrancis.com/books/9781003169208		1765040620		fulltext		"Routledge, Taylor & Francis Group,"	monograph		2021			"Vibe Skagen, Margery"			P					Book	EBook
Handbook of Rural Aging	0-367-65189-0|978-0-367-65189-3	978-1-00-033414-2|1-00-033414-7|978-1-00-033436-4|1-00-033436-8|1-00-312826-2|978-1-00-033425-8|1-00-033425-2|978-1-00-312826-7							https://doi.org/10.4324/9781003128267		1765065933		fulltext		Routledge	monograph		2021			"Kaye, Lenard W."			P					Book	EBook
Handbook on Ageing with Disability	978-1-138-61149-8	978-0-429-87838-1|0-429-87838-9|978-0-429-46535-2|0-429-46535-1|978-0-429-87837-4|0-429-87837-0|978-0-429-87836-7|0-429-87836-2							https://www.taylorfrancis.com/books/9780429465352		1765066239		fulltext		Routledge	monograph		2021			"Putnam, Michelle"			P					Book	EBook
"Participatory Case Study Work : Approaches, Authenticity and Application in Ageing Studies"	978-0-367-18807-8	978-0-429-19841-0							https://doi.org/10.4324/9780429198410		1765070910		fulltext		Routledge	monograph		2021			"Williams, Sioned"			P					Book	EBook
The Routledge Social Science Handbook of AI	0-367-18825-2|978-0-367-18825-2	0-429-58206-4|978-0-429-19853-3|0-429-19853-1|978-0-429-58396-4|0-429-58396-6|978-0-429-57984-4|0-429-57984-5|978-0-429-58206-6							https://www.taylorfrancis.com/books/9780429198533		1776485416		fulltext		Routledge Taylor & Francis Group	monograph		2022			"Elliott, Anthony"			P					Book	EBook
The Routledge international handbook of public sociology	978-0-367-51883-7|978-0-367-51884-4	978-1-00-305559-4							https://doi.org/10.4324/9781003055594		1777415780		fulltext		"Routledge, Taylor & Francis Group"	monograph		2022			"Hossfeld, Leslie H."			P					Book	EBook
Ageing and Covid-19 : Making Sense of a Disrupted World	1-03-219467-7|978-1-03-219467-7	978-1-00-325932-9|1-00-325932-4|978-1-00-053097-1|1-00-053097-3|978-1-00-053108-4|1-00-053108-2							https://www.taylorfrancis.com/books/9781003259329		1785458086		fulltext		Taylor & Francis Group	monograph		2021			"uszczyska, Maria"			P					Book	EBook
When Strangers Become Family : the Role of Civil Society in Addressing the Needs of Aging Populations	978-1-03-207146-6|1-03-207146-X|978-0-367-45999-4|0-367-45999-X	978-1-00-320560-9|1-00-320560-7							https://www.taylorfrancis.com/books/9781003205609		1786884119		fulltext		"Routledge,"	monograph		2021			"Angel, Ronald"			P					Book	EBook
Demographic Analysis	0-367-72066-3	978-1-00-035883-4|1-00-035883-6|978-1-00-035877-3|1-00-035877-1|978-1-00-315329-0|1-00-315329-1|978-1-00-035880-3|1-00-035880-1							https://www.taylorfrancis.com/books/9781003153290		1927559979		fulltext		"Routledge,"	monograph		2021		1st.	"Benjamin, Bernard"			P					Book	EBook
Intergenerational Learning in Practice : Together Old and Young	978-1-138-36344-1|978-1-138-36346-5	978-0-429-43161-6|0-429-43161-9|978-0-429-77650-2|0-429-77650-0|978-0-429-77649-6|0-429-77649-7|978-0-429-77651-9|0-429-77651-9							https://www.taylorfrancis.com/books/9780429431616		1927559987		fulltext		"Routledge,"	monograph		2020		First edition.	"Kernan, Margaret"			P					Book	EBook
"Freiwilliges Engagement in Kultur : Teilhabe, Beteiligung, Potenzial : Studie"		978-3-943909-20-3							https://www.bkj.de/wp-content/uploads/2024/11/PU_2022_Studie_Freiwilliges_Engagement_Kultur_BKJ_WEB_BARRIEREFREI.pdf		1928327834		fulltext		Bundesvereinigung Kulturelle Kinder- und Jugendbildung (BKJ)	monograph		2022			"Alscher, Mareike"			P					Book	EBook
Engagement f¸r Bildung : zivilgesellschaftliche Partner aus Kultur und Jugendhilfe		978-3-943909-22-7							https://www.bkj.de/wp-content/uploads/2024/11/PU_2021_Engagement_fuer_Bildung_Studie_BKJ_WEB_01.pdf		1928337309		fulltext		Bundesvereinigung Kulturelle Kinder- und Jugendbildung (BKJ)	monograph		2021			"H¸bner, Kerstin"			P					Book	EBook
"Cultural Associations : Self-concept, Structures, Volunteering"		978-3-943909-13-5							https://www.bkj.de/wp-content/uploads/2025/04/CulturalAssociations_BKJ.pdf		1928349560		fulltext		Bundesvereinigung Kulturelle Kinder- und Jugendbildung (BKJ)	monograph		2019			"Maedler, Jens"			P					Book	EBook
Ehrenamt und freiwilliges Engagement in Kultur sind unverzichtbar : Kulturvereine st‰rken  Rahmenbedingungen verbessern									https://www.bkj.de/wp-content/uploads/2024/11/Positionspapier_Engagement_Ehrenamt_unverzichtbar_BKJ_Web.pdf		1928360246		fulltext			monograph		2022						P					Book	EBook
"Armut im Alter : Existenzsicherung verbessern, Teilhabe sicherstellen"									https://www.bagso.de/fileadmin/user_upload/bagso/06_Veroeffentlichungen/2025/BAGSO_Positionspapier_Armut-im-Alter.pdf		1928660037		fulltext		BAGSO e.V.	monograph		2025						P					Book	EBook
Handbook of Gerontology		978-1-77956-518-1							https://ebookcentral.proquest.com/lib/dza/detail.action?docID=31986673		1922556297		fulltext		Allied Health Press	monograph		2025		1st ed.	"Lee, Janny"			P					Book	EBook
Kinlessness at older ages : prevalence and heterogeneity in 27 countries									https://labdisia.disia.unifi.it/wp_disia/2024/wp_disia_2024_02.pdf		1886191794		fulltext		"Universit‡ degli studi Firenze, DISIA, Dipartimento di statistica, informatica, applicazioni ""Giuseppe Parenti"""	monograph		2024			"Pittavino, Marta"			P					Book	EBook
Wie geth es Ihnen? : So geht die Schweiz mit Krankheit und Gesundheit um									https://sotomo.ch/site/wp-content/uploads/2023/09/CSS_Gesundheitsstudie_DE-2023-09-19.pdf		1931011052		fulltext		SOTOMO	monograph		2023			"Hermann, Michael"			P					Book	EBook
Fairplay in der beruflichen Vorsorge : Befragungsstudie 2024									https://sotomo.ch/site/wp-content/uploads/2024/07/Zurich_Studie_berufliche_Vorsorge_2024_de.pdf		1931012334		fulltext		SOTOMO	monograph		2024			"Althaus, Karin"			P					Book	EBook
Digital media usage across the life course	978-1-4724-5580-2	978-1-4724-5580-2							http://gbv.eblib.com/patron/FullRecord.aspx?p=4568590		863373534		fulltext		Taylor and Francis	monograph		2016			"Nixon, Paul G."			P					Book	EBook
When strangers become family : the role of civil society in addressing the needs of aging populations	978-1-03-207146-6	978-1-00-043632-7							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6702818		1768005532		fulltext		Taylor & Francis Group	monograph		2021			"Angel, Ronald"			P					Book	EBook
Social Gerontology : New Directions	978-1-03-271017-4	978-1-04-000748-8							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=31214492		1884898068		fulltext		Taylor & Francis Group	monograph		2024		1st ed.	"Di Gregorio, Silvana"			P					Book	EBook
"Ageing, physical activity and health : international perspectives"	978-1-138-05213-0	978-1-351-68464-4							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=5306798		1015355226		fulltext		Routledge	monograph		2018		1st ed	"Volkwein-Caplan, Karin A. E."			P					Book	EBook
Data stewardship for open science : implementing FAIR principles	978-0-8153-4818-4|978-1-4987-5317-3	978-1-315-35114-8							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=5323689		165589109X		fulltext		CRC Press	monograph		2018			"Mons, Barend"			P					Book	EBook
Everyday Technologies in Healthcare	978-1-138-49170-0	978-1-351-03217-9							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=5879949		1679846647		fulltext		CRC Press LLC	monograph		2019			"Hayre, Christopher M"			P					Book	EBook
Intergenerational Learning in Practice : Together Old and Young	978-1-138-36344-1	978-0-429-77651-9							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=5975479		1683267036		fulltext		Routledge	monograph		2019			"Kernan, Margaret"			P					Book	EBook
Generations Through Prison : Experiences of Intergenerational Incarceration	978-0-8153-7516-6	978-1-351-24056-7							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6029148		1690778911		fulltext		Routledge	monograph		2020			"Halsey, Mark"			P					Book	EBook
"Family Life in Transition : Borders, Transnational Mobility, and Welfare Society in Nordic Countries."	978-0-367-11101-4	978-0-429-65855-6							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6031525		1690780398		fulltext		Routledge	monograph		2020			"Hiitola, Johanna"			P					Book	EBook
Interviewer effects from a total survey error perspective	978-0-367-89631-7|978-0-367-89631-7	978-1-00-302021-9|978-1-00-006446-9|978-1-00-006447-6|978-1-00-006445-2							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6195207		1699008388		fulltext		CRC Press LLC	monograph		2020			"Olson, Kristen"			P					Book	EBook
Critical Discourses of Old Age and Telecare Technologies	978-0-367-46512-4	978-1-00-007541-0							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6181927		1699675147		fulltext		Taylor & Francis Group	monograph		2020			"Akdur, Gizdem"			P					Book	EBook
Socio-Gerontechnology : Interdisciplinary Critical Studies of Ageing and Technology	978-0-367-23082-1	978-1-00-030052-9							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6462782		174768239X		fulltext		Taylor & Francis Group	monograph		2020			"Peine, Alexander"			P					Book	EBook
Handbook of rural aging	978-0-367-65189-3	978-1-00-033436-4							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6465054		1747687014		fulltext		Taylor & Francis Group	monograph		2021			"Kaye, Lenard W."			P					Book	EBook
Handbook on ageing with disability	978-1-138-61149-8	978-0-429-87838-1							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6468486		1748179179		fulltext		Taylor & Francis Group	monograph		2021			"Putnam, Michelle"			P					Book	EBook
"Cultural histories of ageing : myths, plots and metaphors of the senescent self"	978-0-367-76979-6	978-1-00-038307-2							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6522946		1752927761		fulltext		Taylor & Francis Group	monograph		2021			"Vibe Skagen, Margery"			P					Book	EBook
The Routledge Social Science Handbook of AI	978-0-367-18825-2|978-1-03-202256-7	978-0-429-19853-3							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6614351		1758924942		fulltext		Routledge	monograph		2022			"Elliott, Anthony"			P					Book	EBook
The Routledge International Handbook of Public Sociology	978-0-367-51883-7	978-1-00-040828-7							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6635557		1760289604		fulltext		Taylor & Francis Group	monograph		2021			"Hossfeld, Leslie H."			P					Book	EBook
Aging in the context of urbanization : social determinants for the depression of the chinese older population	978-1-03-216482-3	978-1-00-051415-5							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6738474		1772859273		fulltext		Taylor & Francis Group	monograph		2021			"Yang, Fan"			P					Book	EBook
Shaping Ageing : Social Transformations and Enduring Meanings	978-0-367-49595-4	978-1-00-056830-1							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6871546		1788579828		fulltext		Taylor & Francis Group	monograph		2022			"Teodorescu, Adriana"			P					Book	EBook
Ageing and the Visitor Economy : Global Challenges and Opportunities	978-0-367-47854-4	978-1-00-043730-0							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6882053		1790130964		fulltext		Taylor & Francis Group	monograph		2021			"Page, Stephen J."			P					Book	EBook
Design for People Living with Dementia	978-0-367-55475-0	978-1-00-056865-3							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6915929		1796112879		fulltext		Taylor & Francis Group	monograph		2022			"Rodgers, Paul A."			P					Book	EBook
"Covid-19, Older Adults and the Ageing Society"	978-1-03-212818-4	978-1-00-058269-7							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6915930		1796112887		fulltext		Taylor & Francis Group	monograph		2022			"Chatterjee, Suhita Chopra"			P					Book	EBook
Sociological Theory and Medical Sociology	978-1-03-225528-6	978-1-00-057759-4							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6927398		1796714305		fulltext		Taylor & Francis Group	monograph		2022			"Scambler, Graham"			P					Book	EBook
Intergenerational Challenges and Climate Justice : setting the scope of our obligations	978-1-03-219377-9	978-1-00-058945-0							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6940534		1798262320		fulltext		Taylor & Francis Group	monograph		2022			"Luzzatto, Livia Ester"			P					Book	EBook
The Japanese Economy : Strategies to Cope with a Shrinking and Ageing Population	978-0-367-55661-7	978-1-00-056606-2							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=6961142		1800557442		fulltext		Taylor & Francis Group	monograph		2022			"Jones, Randall Sidney"			P					Book	EBook
Safeguarding Social Security for Future Generations : Leaving a Legacy in an Aging Society	978-1-03-238635-5	978-1-00-084334-7							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=7179114		1832596346		fulltext		Taylor & Francis Group	monograph		2023			"Achenbaum, W. Andrew"			P					Book	EBook
Ageing and families : A support networks perspective	978-1-03-253051-2	978-1-00-092030-7							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=7262506		1851933654		fulltext		Taylor & Francis Group	monograph		2023			"Kendig, Hal L."			P					Book	EBook
